"";"anime_id";"name";"genre";"type";"episodes";"rating";"members"
"1567";1691;"Kaze no Stigma";"Action, Fantasy, Magic, Romance, Shounen";"TV";"24";7,5;205338
"1568";31227;"Kindaichi Shounen no Jikenbo Returns 2nd Season";"Mystery, Shounen";"TV";"22";7,5;3676
"1569";31952;"Kono Bijutsubu ni wa Mondai ga Aru!";"Comedy, Romance, School";"TV";"12";7,5;69088
"1570";1426;"Lupin III: Part III";"Action, Adventure, Comedy, Shounen";"TV";"50";7,5;6883
"1571";10624;"Mardock Scramble: The Second Combustion";"Action, Psychological, Sci-Fi";"Movie";"1";7,5;23866
"1572";520;"Marmalade Boy Movie";"Romance, Shoujo";"Movie";"1";7,5;5641
"1573";3342;"Mnemosyne: Mnemosyne no Musume-tachi";"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural";"TV";"6";7,5;96092
"1574";6325;"Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono";"Action, Comedy, Martial Arts, Shounen, Super Power";"Movie";"1";7,5;83515
"1575";27787;"Nisekoi:";"Comedy, Harem, Romance, School, Shounen";"TV";"12";7,5;180686
"1576";3965;"Nodame Cantabile Special";"Comedy, Josei, Romance, Slice of Life";"Special";"1";7,5;19570
"1577";32051;"One Piece: Adventure of Nebulandia";"Action, Adventure, Comedy, Fantasy, Shounen, Super Power";"Special";"1";7,5;9777
"1578";1010;"Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou";"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural";"Movie";"1";7,5;9597
"1579";13429;"Sakasama no Patema: Beginning of the Day";"Sci-Fi";"Special";"4";7,5;16933
"1580";399;"Seikai no Senki Special";"Action, Military, Romance, Sci-Fi, Space";"Special";"1";7,5;2216
"1581";5947;"Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume";"Comedy";"OVA";"1";7,5;19219
"1582";8115;"Uchuu Show e Youkoso";"Adventure, Fantasy, Space";"Movie";"1";7,5;11368
"1583";2126;"Yuu?Yuu?Hakusho: Eizou Hakusho II";"Action, Adventure, Comedy, Shounen, Supernatural";"OVA";"4";7,5;6166
"1584";7870;"Baka to Test to Shoukanjuu Specials";"Comedy, Magic, School";"Special";"6";7,49;29923
"1585";10396;"Ben-To";"Action, Comedy, Martial Arts";"TV";"12";7,49;146570
"1586";16592;"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation";"Action, Horror, Mystery, Psychological";"TV";"13";7,49;298550
"1587";29067;"Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me";"Comedy, Seinen, Slice of Life";"TV";"13";7,49;73285
"1588";501;"Doraemon";"Adventure, Comedy, Fantasy, Kids, Shounen";"TV";"26";7,49;9366
"1589";17535;"Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa";"Fantasy, Magic, Shounen";"Special";"1";7,49;34230
"1590";9032;"Inazuma Eleven: Saikyou Gundan Ogre Shuurai";"Shounen, Sports, Super Power";"Movie";"1";7,49;6392
"1591";1878;"Kaze no Shoujo Emily";"Drama, Historical, Shoujo";"TV";"26";7,49;2881
"1592";9213;"Kowarekake no Orgel";"Drama, Music, Sci-Fi, Slice of Life";"OVA";"1";7,49;24876
"1593";16353;"Love Lab";"Comedy, Romance, School";"TV";"13";7,49;79493
"1594";30829;"Love Live! School Idol Project 2nd Season Recap";"Music, School, Slice of Life";"OVA";"1";7,5;3213
"1595";3268;"Mai-Otome 0: S.ifr";"Sci-Fi";"OVA";"3";7,49;11171
"1596";2460;"Maison Ikkoku: Kanketsu-hen";"Comedy, Drama, Romance";"Movie";"1";7,49;3109
"1597";2253;"Mazinger Z";"Action, Drama, Mecha, Sci-Fi, Shounen";"TV";"92";7,49;5746
"1598";1238;"One Piece: Mamore! Saigo no Dai Butai";"Adventure, Comedy, Fantasy, Shounen";"Special";"1";7,49;16495
"1599";8769;"Ore no Imouto ga Konnani Kawaii Wake ga Nai";"Comedy, Seinen, Slice of Life";"TV";"12";7,49;321477
"1600";6896;"Pandora Hearts Specials";"Comedy";"Special";"9";7,49;32103
"1601";11835;"Qin Shiming Yue Zhi: Zhu Zi Bai Jia";"Action, Fantasy, Historical, Martial Arts";"TV";"34";7,49;369
"1602";16123;"Saki Zenkoku-hen";"Game, School, Slice of Life";"TV";"13";7,49;19010
"1603";30187;"Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru";"Mystery";"TV";"12";7,49;99665
"1604";15751;"Senyuu.";"Action, Comedy, Fantasy, Parody, Shounen";"TV";"13";7,49;56815
"1605";6572;"Shakugan no Shana S";"Action, Drama, Fantasy, Romance, School, Supernatural";"OVA";"4";7,49;53129
"1606";2585;"Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots";"Drama, Mecha, Military, Sci-Fi";"OVA";"1";7,49;2049
"1607";560;"Soukyuu no Fafner: Right of Left - Single Program";"Action, Drama, Mecha, Military, Sci-Fi";"Special";"1";7,49;9482
"1609";21737;"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode";"Comedy, Drama, Slice of Life";"Special";"1";7,49;2770
"1610";1146;"Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!";"Comedy, Harem, Romance, Sci-Fi, Shounen";"OVA";"1";7,49;8812
"1611";10629;"Tibet Inu Monogatari";"Adventure";"Movie";"1";7,49;2647
"1612";2820;"Time Travel Tondekeman!";"Action, Adventure, Comedy, Kids";"TV";"39";7,49;957
"1613";113;"Uchuu no Stellvia";"Action, Romance, Sci-Fi, Space";"TV";"26";7,49;15471
"1614";970;"Yokoyama Mitsuteru Sangokushi";"Adventure, Historical";"TV";"47";7,49;2849
"1615";18177;"Yowamushi Pedal: Special Ride";"Comedy, Drama, Shounen, Sports";"OVA";"1";7,49;10737
"1616";2548;"Ai no Wakakusa Monogatari";"Drama, Historical, Slice of Life";"TV";"48";7,48;3334
"1617";101;"Air";"Drama, Romance, Slice of Life, Supernatural";"TV";"13";7,48;188861
"1618";103;"Akazukin Chacha";"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo";"TV";"74";7,48;7581
"1619";15927;"Carnival Phantasm: HibiChika Special";"Comedy, Supernatural";"Special";"1";7,48;14893
"1620";3744;"Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen";"Drama, Historical, Kids, Romance, Samurai";"Movie";"1";7,48;1478
"1621";6880;"Deadman Wonderland";"Action, Horror, Sci-Fi";"TV";"12";7,48;453454
"1622";484;"Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka";"Adventure, Shounen, Supernatural";"Movie";"1";7,48;6442
"1623";476;"Ginban Kaleidoscope";"Drama, Romance, Sports";"TV";"12";7,48;29837
"1624";14811;"GJ-bu";"Comedy, School, Slice of Life";"TV";"12";7,48;83838
"1625";242;"Gokusen";"Comedy, Drama, Josei, School, Slice of Life";"TV";"13";7,48;22009
"1626";9931;"Happy Birthday: Inochi Kagayaku Toki";"Drama, Kids, Slice of Life";"Movie";"1";7,48;1356
"1627";33241;"Honobono Log";"Romance, Slice of Life";"TV";"10";7,48;9053
"1628";31499;"Huyao Xiao Hongniang";"Comedy, Romance";"ONA";"13";7,48;2696
"1629";9938;"Ikoku Meiro no Croisée The Animation";"Historical, Seinen, Slice of Life";"TV";"12";7,48;38652
"1630";822;"Initial D Extra Stage";"Action, Cars, Drama, Seinen, Sports";"OVA";"2";7,48;15363
"1631";2408;"Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!";"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen";"Movie";"1";7,48;2941
"1632";2927;"Kimikiss Pure Rouge";"Drama, Romance, School";"TV";"24";7,48;58211
"1633";17643;"Little Busters!: Sekai no Saitou wa Ore ga Mamoru!";"Comedy, School, Slice of Life";"OVA";"1";7,48;17204
"1634";1419;"Lupin III: Kutabare! Nostradamus";"Action, Adventure, Comedy, Shounen";"Movie";"1";7,48;4383
"1635";158;"Maria-sama ga Miteru";"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life";"TV";"13";7,48;33989
"1636";1190;"Prince of Tennis: A Day on Survival Mountain";"Adventure, Comedy, Shounen, Sports";"OVA";"1";7,48;11817
"1637";23421;"Re:?Hamatora";"Comedy, Mystery, Super Power";"TV";"12";7,48;73903
"1638";5984;"Ristorante Paradiso";"Drama, Josei, Romance, Slice of Life";"TV";"11";7,48;22229
"1639";10464;"Seitokai no Ichizon Lv.2";"Comedy, Harem, Parody, School";"ONA";"10";7,48;41169
"1640";10483;"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!";"Action, Historical, Samurai";"Special";"1";7,47;4955
"1641";4715;"Shigofumi Special";"Drama, Fantasy, Psychological, Thriller";"Special";"1";7,48;11797
"1642";2978;"Shin Getter Robo";"Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen";"OVA";"13";7,48;4603
"1643";8726;"Soredemo Machi wa Mawatteiru";"Comedy, Slice of Life";"TV";"12";7,48;31906
"1644";3125;"Tokimeki Tonight";"Comedy, Fantasy, Romance, Shoujo, Vampire";"TV";"34";7,48;3057
"1645";30641;"Yankee-kun na Yamada-kun to Megane-chan to Majo";"Comedy, School, Shounen";"Special";"1";7,48;7170
"1646";24591;"Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!";"Comedy, Kids, Supernatural";"Movie";"1";7,48;1034
"1647";25755;"Yowamushi Pedal: Re:RIDE";"Drama, Shounen, Sports";"Movie";"1";7,48;4749
"1648";30790;"Yowamushi Pedal: Re:ROAD";"Drama, Shounen, Sports";"Movie";"1";7,48;3088
"1649";2125;"Yuu?Yuu?Hakusho: Eizou Hakusho";"Action, Adventure, Shounen, Supernatural";"OVA";"2";7,48;6352
"1650";763;"Zoids";"Action, Adventure, Comedy, Mecha, Sci-Fi";"TV";"67";7,48;27614
"1651";656;"Air in Summer";"Comedy, Drama, Historical, Romance, Supernatural";"Special";"2";7,47;29514
"1652";2969;"Appleseed Saga Ex Machina";"Action, Mecha, Military, Sci-Fi";"Movie";"1";7,47;28365
"1653";6676;"Asura Cryin&#039; 2";"Action, Mecha, Supernatural";"TV";"13";7,47;43725
"1654";25731;"Cross Ange: Tenshi to Ryuu no Rondo";"Action, Mecha, Sci-Fi";"TV";"25";7,47;75807
"1655";23383;"D-Frag! OVA";"Comedy, Game, Seinen";"OVA";"1";7,47;28116
"1656";10531;"Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio";"Adventure, Comedy, Mystery, Police, Shounen";"OVA";"1";7,47;5369
"1657";2656;"Doraemon Movie 25: Nobita no Wan Nyan Jikuuden";"Adventure, Comedy, Kids, Sci-Fi";"Movie";"1";7,47;1269
"1658";15925;"Doraemon Movie 33: Nobita no Himitsu Dougu Museum";"Adventure, Comedy, Fantasy, Kids, Shounen";"Movie";"1";7,47;787
"1659";20509;"Fate/kaleid liner Prisma?Illya 2wei!";"Action, Comedy, Fantasy, Magic";"TV";"10";7,47;56859
"1660";344;"Futatsu no Spica";"Drama, School, Sci-Fi, Supernatural";"TV";"20";7,47;5894
"1661";18229;"Gatchaman Crowds";"Adventure, Sci-Fi";"TV";"12";7,47;107513
"1662";21039;"Gatchaman Crowds Insight";"Adventure, Sci-Fi";"TV";"12";7,47;41220
"1664";4551;"Hakushaku to Yousei";"Adventure, Fantasy, Historical, Magic";"TV";"12";7,47;63915
"1665";27969;"Hana to Alice: Satsujin Jiken";"Drama, Mystery, Slice of Life";"Movie";"1";7,47;9766
"1666";7337;"Hetalia Axis Powers Movie: Paint it, White";"Comedy, Historical, Parody";"Movie";"1";7,47;36986
"1668";20853;"Hitsugi no Chaika";"Action, Adventure, Comedy, Fantasy, Romance, Shounen";"TV";"12";7,47;164510
"1669";666;"JoJo no Kimyou na Bouken";"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire";"OVA";"6";7,47;24523
"1670";29583;"Kuroko no Basket: Oshaberi Demo Shimasen ka";"Comedy, School, Shounen, Sports";"Special";"1";7,47;8011
"1671";633;"Legend of Basara";"Adventure, Drama, Romance, Shoujo";"TV";"13";7,47;6033
"1672";1590;"Legendz: Yomigaeru Ryuuou Densetsu";"Action, Adventure, Comedy, Fantasy";"TV";"50";7,47;1370
"1673";1439;"Lupin III: Walther P-38";"Action, Adventure, Comedy, Mystery, Shounen";"Special";"1";7,47;3134
"1674";10050;"Macross F Music Clip Shuu: Nyankuri";"Music";"Music";"1";7,47;3010
"1675";1064;"Mazinkaiser";"Adventure, Comedy, Mecha, Sci-Fi, Shounen";"OVA";"7";7,47;4681
"1676";2488;"Mei to Koneko Bus";"Adventure, Fantasy";"Special";"1";7,47;7714
"1677";14575;"Minami-ke Omatase";"Comedy, Slice of Life";"OVA";"1";7,47;15050
"1678";84;"Mobile Suit Gundam 0083: Stardust Memory";"Adventure, Drama, Mecha, Military, Sci-Fi, Space";"OVA";"13";7,47;20238
"1679";17505;"Mushibugyou";"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power";"TV";"26";7,47;40155
"1680";1655;"Nerima Daikon Brothers";"Comedy, Music";"TV";"12";7,47;5374
"1681";23673;"Ookami Shoujo to Kuro Ouji";"Comedy, Romance, School, Shoujo";"TV";"12";7,47;145439
"1682";21031;"Precure All Stars Movie New Stage 3: Eien no Tomodachi";"Kids, Magic, Shoujo";"Movie";"1";7,47;1570
"1683";815;"Prince of Tennis: The Two Samurai, The First Game";"Action, Shounen, Sports";"Movie";"1";7,47;14249
"1684";17137;"Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou";"Adventure, Drama, Fantasy, Shoujo";"OVA";"1";7,47;1313
"1685";7662;"Shinrei Tantei Yakumo";"Horror, Mystery, Shoujo, Supernatural";"TV";"13";7,47;78952
"1686";2942;"Sketchbook: Full Color&#039;s";"Comedy, Slice of Life";"TV";"13";7,47;17360
"1687";1764;"Slam Dunk (Movie)";"Comedy, Drama, School, Shounen, Slice of Life, Sports";"Movie";"1";7,47;8750
"1688";1170;"Slayers Special";"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural";"OVA";"3";7,47;12820
"1689";1081;"Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey";"Action, Adventure, Drama, Sci-Fi, Seinen, Space";"OVA";"13";7,47;3499
"1690";4884;"Tales of the Abyss";"Adventure, Drama, Fantasy";"TV";"26";7,47;74901
"1691";3352;"Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!";"Action, Adventure, Comedy, Mecha, Sci-Fi";"Special";"1";7,47;24618
"1692";20977;"Tonari no Seki-kun OVA";"Comedy, School, Seinen";"OVA";"1";7,47;20774
"1693";5332;"Toshokan Sensou: Koi no Shougai";"Action, Comedy, Drama, Military, Romance";"Special";"1";7,47;6581
"1694";1744;"Wagamama?Fairy Mirumo de Pon!";"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo";"TV";"172";7,47;8713
"1695";8457;"Yozakura Quartet: Hoshi no Umi";"Action, Comedy, Magic, Shounen, Super Power, Supernatural";"OVA";"3";7,47;22065
"1696";878;"Zegapain";"Action, Mecha, Romance, Sci-Fi";"TV";"26";7,47;20644
"1697";4038;"Zettai Karen Children";"Action, Comedy, Shounen, Supernatural";"TV";"51";7,47;25876
"1698";31245;"Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai";"Romance, School";"Movie";"1";7,47;35058
"1699";4970;"Afro Samurai: Resurrection";"Action, Adventure, Samurai";"Movie";"1";7,46;51064
"1700";1078;"Cardcaptor Sakura: Leave It to Kero-chan";"Comedy";"Movie";"1";7,46;20410
"1701";4138;"Chiisana Pengin: Lolo no Bouken";"Adventure, Drama, Fantasy, Kids, Slice of Life";"OVA";"3";7,46;1459
"1702";5593;"Dogs: Bullets &amp; Carnage";"Action, Seinen";"OVA";"4";7,46;44826
"1703";2665;"Doraemon Movie 07: Nobita to Tetsujin Heidan";"Adventure, Comedy, Fantasy, Kids, Shounen";"Movie";"1";7,46;1272
"1704";2676;"Doraemon Movie 15: Nobita to Mugen Sankenshi";"Adventure, Fantasy, Kids, Sci-Fi, Shounen";"Movie";"1";7,46;1204
"1705";408;"Final Fantasy VII: Last Order";"Action, Adventure, Drama, Fantasy, Sci-Fi";"OVA";"1";7,46;48041
"1706";32696;"Fukigen na Mononokean";"Comedy, Supernatural";"TV";"13";7,46;44786
"1707";551;"Grappler Baki: Saidai Tournament-hen";"Action, Martial Arts, Shounen, Sports";"TV";"24";7,46;13584
"1708";32648;"Handa-kun";"Comedy, Shounen, Slice of Life";"TV";"12";7,46;69621
"1709";15225;"Hentai Ouji to Warawanai Neko.";"Comedy, Harem, Romance, School, Seinen, Supernatural";"TV";"12";7,46;201735
"1711";6064;"Higurashi no Naku Koro ni Kai Specials";"Comedy, Parody";"Special";"24";7,46;28216
"1712";483;"Kurau Phantom Memory";"Action, Drama, Sci-Fi, Space, Super Power";"TV";"24";7,46;17463
"1714";1972;"Meitantei Holmes";"Adventure, Comedy, Mystery";"TV";"26";7,46;3985
"1715";5273;"Miracle Giants Doumu-kun";"Sports";"TV";"49";7,46;680
"1716";1288;"Mobile Police Patlabor";"Comedy, Mecha, Police, Sci-Fi";"OVA";"7";7,46;8516
"1717";2269;"Mobile Suit Gundam Seed Special Edition";"Action, Mecha, Military, Sci-Fi, Space";"Special";"3";7,46;7118
"1718";601;"Nekojiru-sou";"Comedy, Dementia, Psychological";"OVA";"1";7,46;34568
"1719";465;"One Piece Movie 7: Karakuri-jou no Mecha Kyohei";"Adventure, Comedy, Fantasy, Shounen";"Movie";"1";7,46;33028
"1720";1117;"Pokemon: Maboroshi no Pokemon Lugia Bakutan";"Adventure, Comedy, Drama, Fantasy, Kids";"Movie";"1";7,46;78876
"1721";10862;"Prince of Tennis: Pairpuri";"Comedy, Drama, Shounen, Sports";"Special";"8";7,46;3315
"1722";710;"Rec";"Comedy, Drama, Romance";"TV";"9";7,46;68951
"1723";10334;"Rurouni Kenshin Recap";"Action, Adventure, Comedy, Historical, Romance, Samurai";"Special";"1";7,46;4527
"1724";20709;"Sabagebu!";"Action, Comedy, Military, Shoujo";"TV";"12";7,46;67306
"1725";15793;"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...";"Action, Music, Sci-Fi";"TV";"13";7,46;25750
"1726";21573;"Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.";"Action, Music, Sci-Fi";"TV";"13";7,46;17466
"1727";1815;"Shakugan no Shana Movie";"Action, Fantasy, Supernatural";"Movie";"1";7,46;43962
"1728";15307;"Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!";"Fantasy, Kids, Magic, Shoujo";"Movie";"1";7,46;2123
"1729";8098;"Soukyuu no Fafner: Dead Aggressor - Heaven and Earth";"Action, Drama, Mecha, Military, Sci-Fi";"Movie";"1";7,46;8266
"1730";198;"Speed Grapher";"Action, Mystery, Super Power";"TV";"24";7,46;64627
"1731";23319;"Suisei no Gargantia: Meguru Kouro, Haruka";"Action, Adventure, Mecha, Sci-Fi";"OVA";"2";7,46;20151
"1732";19251;"Uta no?Prince-sama? Maji Love 2000%: Shining Star Xmas";"Comedy, Harem, Music, Romance, School, Shoujo";"Special";"1";7,46;13903
"1733";2009;"Yawara! Special: Zutto Kimi no Koto ga... .";"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports";"Special";"1";7,46;855
"1734";9611;"Aa! Megami-sama! (2011)";"Comedy, Magic, Romance, Seinen, Supernatural";"OVA";"3";7,45;12872
"1735";50;"Aa! Megami-sama! (TV)";"Comedy, Magic, Romance, Seinen, Supernatural";"TV";"24";7,45;96694
"1736";31771;"Amanchu!";"Comedy, School, Shounen, Slice of Life";"TV";"12";7,45;40481
"1737";2986;"Bamboo Blade";"Comedy, School, Seinen, Sports";"TV";"26";7,45;61649
"1738";3076;"Bishoujo Senshi Sailor Moon SuperS Special";"Magic, Romance, Shoujo";"Special";"3";7,45;12317
"1739";1373;"Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki";"Drama";"Special";"4";7,45;3174
"1740";1614;"Captain Tsubasa: Road to 2002";"Action, Shounen, Sports";"TV";"52";7,45;19746
"1741";15109;"Cuticle Tantei Inaba";"Action, Comedy, Mystery, Shounen, Supernatural";"TV";"12";7,45;50019
"1742";5684;"Fresh Precure!";"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life";"TV";"50";7,45;7004
"1743";908;"Fullmetal Alchemist: Premium Collection";"Comedy, Fantasy, Shounen";"OVA";"3";7,45;44313
"1744";505;"Fushigiboshi no?Futagohime";"Comedy, Magic, Shoujo";"TV";"51";7,45;5074
"1745";15863;"Ginga Kikoutai Majestic Prince";"Action, Mecha, School, Sci-Fi, Seinen, Space";"TV";"24";7,45;35196
"1746";246;"Groove Adventure Rave";"Adventure, Comedy, Fantasy, Romance, Shounen";"TV";"51";7,45;56353
"1747";18835;"Hakuouki Reimeiroku Tokuten Disc";"Action, Josei, Supernatural";"OVA";"2";7,46;2178
"1748";6574;"Hanamaru Youchien";"Comedy, Seinen, Slice of Life";"TV";"12";7,45;40243
"1749";5150;"Hatsukoi Limited";"Comedy, Romance, School, Shounen";"TV";"12";7,45;54796
"1751";714;"High School! Kimengumi";"Comedy, Parody, Romance, School, Shounen";"TV";"86";7,45;1316
"1752";2336;"Hikaru no Go: New Year Special";"Comedy, Game, Shounen, Supernatural";"Special";"1";7,45;7418
"1753";4312;"Hokuto no Ken: Toki-den";"Action, Martial Arts";"OVA";"1";7,45;3662
"1754";13261;"Inazuma Eleven Go: Chrono Stone";"Shounen, Sports, Super Power";"TV";"51";7,45;11939
"1755";2407;"Keroro Gunsou Movie 1";"Comedy, Kids, Sci-Fi, Shounen";"Movie";"1";7,45;3606
"1756";519;"Mahoraba: Heartful days";"Comedy, Drama, Romance, Shounen";"TV";"26";7,45;16764
"1758";6712;"Natsu no Arashi! Akinaichuu";"Comedy, Romance, Supernatural";"TV";"13";7,45;12088
"1759";28299;"Ookami Shoujo to Kuro Ouji OVA";"Comedy, Romance, School, Shoujo";"OVA";"1";7,45;19592
"1760";17875;"Papa no Iukoto wo Kikinasai! OVA";"Comedy, Romance, Slice of Life";"OVA";"2";7,45;19904
"1761";3292;"Potemayo Specials";"Comedy, School, Seinen";"Special";"6";7,45;2975
"1762";168;"s.CRY.ed";"Action, Adventure, Drama, Sci-Fi, Super Power";"TV";"26";7,45;52784
"1763";573;"Saber Marionette J";"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen";"TV";"25";7,45;17561
"1764";6153;"Saint Seiya: Soushuuhen";"Adventure, Fantasy, Sci-Fi, Shounen";"Special";"1";7,45;4031
"1765";1302;"Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki";"Adventure, Drama, Sci-Fi, Space";"Movie";"1";7,45;4199
"1766";5034;"Shikabane Hime: Kuro";"Action, Horror";"TV";"12";7,45;46709
"1767";1548;"Shin Taketori Monogatari: 1000-nen Joou";"Drama, Mystery, Sci-Fi";"TV";"42";7,45;1805
"1768";2555;"Shoukoushi Cedie";"Drama, Shoujo, Slice of Life";"TV";"43";7,45;1501
"1769";33969;"Shuangsheng Lingtan";"Mystery, Psychological";"ONA";"20";7,45;1227
"1770";565;"Steamboy";"Action, Adventure, Drama, Historical, Military, Sci-Fi";"Movie";"1";7,45;40812
"1771";27957;"Steins;Gate: Soumei Eichi no Cognitive Computing";"Comedy";"ONA";"4";7,45;34426
"1772";855;"Strawberry Panic";"Drama, Romance, School, Shoujo Ai";"TV";"26";7,45;72790
"1773";5832;"Tiger Mask Nisei";"Action, Drama, Sports";"TV";"33";7,45;2225
"1774";4703;"Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday";"Fantasy, Kids, Magic, Romance, Shoujo, Super Power";"Movie";"1";7,45;2210
"1775";33302;"Yowamushi Pedal: Spare Bike";"Comedy, Drama, Shounen, Sports";"Movie";"1";7,45;4009
"1776";15911;"Yuyushiki";"Comedy, School, Seinen, Slice of Life";"TV";"12";7,45;50351
"1777";764;"Zoids Shinseiki/Zero";"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports";"TV";"26";7,45;16381
"1778";10479;"Beelzebub Specials";"Action, Comedy, Demons, School, Shounen, Supernatural";"Special";"16";7,44;9834
"1779";8756;"Bishoujo Senshi Sailor Moon Memorial";"Demons, Magic, Romance, Shoujo";"OVA";"5";7,44;7981
"1780";20787;"Black Bullet";"Action, Mystery, Sci-Fi, Seinen";"TV";"13";7,44;320267
"1781";1450;"Brigadoon: Marin to Melan";"Adventure, Comedy, Drama, Mecha, Sci-Fi";"TV";"26";7,44;5636
"1782";10163;"C: The Money of Soul and Possibility Control";"Action, Mystery, Super Power, Thriller";"TV";"11";7,44;156853
"1783";2649;"Doraemon: Obaachan no Omoide";"Comedy, Fantasy, Kids, Sci-Fi, Shounen";"Movie";"1";7,44;835
"1784";117;"El Hazard: The Magnificent World";"Adventure, Comedy, Fantasy, Romance";"OVA";"7";7,44;10130
"1785";1250;"Erementar Gerad";"Adventure, Comedy, Fantasy, Magic, Romance, Super Power";"TV";"26";7,44;63193
"1786";31389;"Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day";"Action, Fantasy, Magic, Shounen, Supernatural";"Special";"1";7,44;26382
"1787";653;"Galaxy Angel 3";"Comedy, Sci-Fi";"TV";"26";7,44;6244
"1788";5521;"Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!";"Action, Comedy, Harem, Parody, Romance";"OVA";"1";7,44;26587
"1789";191;"Love Hina Christmas Special: Silent Eve";"Comedy, Romance, Slice of Life";"Special";"1";7,44;45137
"1790";14833;"Maoyuu Maou Yuusha";"Adventure, Demons, Fantasy, Historical, Romance";"TV";"12";7,44;164445
"1791";20221;"Minami-ke Natsuyasumi";"Comedy, Slice of Life";"OVA";"1";7,44;9580
"1792";3655;"Nabari no Ou";"Action, Comedy, Drama, Fantasy, Shounen, Supernatural";"TV";"26";7,44;107384
"1794";463;"One Piece Movie 5: Norowareta Seiken";"Action, Adventure, Comedy, Fantasy, Shounen, Super Power";"Movie";"1";7,44;35357
"1795";2107;"One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi";"Action, Adventure, Fantasy, Shounen";"Movie";"1";7,44;31909
"1796";1094;"One Piece: Umi no Heso no Daibouken-hen";"Action, Adventure, Comedy, Fantasy, Shounen, Super Power";"Special";"1";7,44;19649
"1797";238;"Rekka no Honoo";"Action, Adventure, Martial Arts, Shounen, Super Power";"TV";"42";7,44;35258
"1798";18041;"Rozen Maiden (2013)";"Action, Comedy, Drama, Magic, Seinen";"TV";"13";7,44;46117
"1799";3256;"Soukou Kihei Votoms: Pailsen Files";"Mecha, Military, Sci-Fi, Space";"OVA";"12";7,44;2861
"1800";17080;"Soukyuu no Fafner: Dead Aggressor - Exodus";"Action, Drama, Mecha, Military, Sci-Fi";"TV";"13";7,44;11882
"1803";33558;"Tales of Zestiria the X: Saiyaku no Jidai";"Action, Fantasy";"Special";"1";7,44;26647
"1804";13333;"Tari Tari";"Music, School, Slice of Life";"TV";"13";7,44;80960
"1805";8022;"Tegamibachi Gakuen";"Comedy";"Special";"25";7,44;6649
"1806";27;"Trinity Blood";"Action, Supernatural, Vampire";"TV";"24";7,44;113791
"1807";3791;"Air Gear Special";"Shounen, Sports";"Special";"1";7,43;33597
"1808";11266;"Ao no Exorcist: Kuro no Iede";"Action, Demons, Fantasy, Shounen, Supernatural";"Special";"1";7,43;59755
"1809";22433;"Break Blade";"Action, Fantasy, Mecha, Military, Shounen";"TV";"12";7,43;46601
"1810";485;"Damekko Doubutsu";"Comedy";"TV";"26";7,43;8024
